Id,Category,SubCategory,Product,Price,Store,Notes
1,Electronics,DVD PLAYERS,,,,
2,Electronics,BLU-RAY PLAYERS,LG BP175 Streaming Audio Blu-Ray Player,$49.99,Best Buy,Doors open 5pm Thursday
3,Electronics,BLU-RAY PLAYERS,LG Smart Blu-Ray Player,$49.00,Walmart,$10 Vudu Credit with Purchase; Black Friday Begins Online Wed at 10pm ET and In Stores Thurs at 6pm
4,Electronics,BLU-RAY PLAYERS,LG UBK90 Streaing 4K UHD Hi-Res Audio Wi-Fi Built-In Blu-Ray Player,$149.99,Best Buy,Doors open 5pm Thursday
5,Electronics,BLU-RAY PLAYERS,Samsung UBD-M7500 Streaming 4K Ultra HD Wired Blu-Ray Player,$117.99,Best Buy,Doors open 5pm Thursday
6,Electronics,BLU-RAY PLAYERS,Samsung UBD-M9500 Streaming 4K UHD WiFi Built-In Blu-Ray Player,$199.99,Best Buy,Doors open 5pm Thursday
7,Electronics,BLU-RAY PLAYERS,Sony 4K Ultra-HD Blu-Ray Player,$149.99,Rite Aid,"Doors Open 5pm Thursday, Close 1am Friday and re-open 7am Friday"
8,Electronics,BLU-RAY PLAYERS,Sony UBP-X700 Streaming 4K UHD Hi-Res Audio WiFi Built-In Blu-Ray Player,$149.99,Best Buy,Doors open 5pm Thursday
9,Electronics,APPLE PRODUCTS,Airpods,$159.99,Rite Aid,"Doors Open 5pm Thursday, Close 1am Friday and re-open 7am Friday"
10,Electronics,APPLE PRODUCTS,Apple iPad 6th Generation,$249.00,Walmart,Black Friday Begins Online Wed at 10pm ET and In Stores Thurs at 6pm
11,Electronics,APPLE PRODUCTS,Apple iPad Mini 4 WiFi 128GB,$249.99,Best Buy,Doors open 5pm Thursday
12,Electronics,APPLE PRODUCTS,"Apple Watch Bands, Select Models",25% off,Best Buy,Doors open 5pm Thursday
13,Electronics,APPLE PRODUCTS,iPad Mini 4,$249.99,Rite Aid,"Doors Open 5pm Thursday, Close 1am Friday and re-open 7am Friday"
14,Electronics,APPLE PRODUCTS,"iPad, 6th Generation",$249.99,Rite Aid,"Doors Open 5pm Thursday, Close 1am Friday and re-open 7am Friday"
15,Electronics,APPLE PRODUCTS,iPhone Cases,10% Off,Best Buy,Doors open 5pm Thursday
16,Electronics,GPS,Garmin Drive 50LM GPS Navigator with Lifetime Map Updates,$89.99,Kohl's,"Get $15 Kohl's Cash; Doors Open at 5pm 11/22, Prices Valid Until 1pm 11/23; Earn $15 Kohl's Cash for Every $50 Spent"
17,Electronics,GPS,"Garmin Drive 51 LM 5"" GPS with Lifetime Map Updates",$89.99,Best Buy,Doors open 5pm Thursday
18,Electronics,GPS,"Garmin DriveSmart 61 LMT-S 6.95"" GPS with Built-In Bluetooth, Lifetime Map Updates",$179.99,Best Buy,Doors open 5pm Thursday
19,Electronics,WEARABLE TECHNOLOGY,Anne Klein Exclusive Watches,$29.99,Belk,Doorbuster; Doors Open Thurs 4pm-Fri 1am & Reopens Fri 6am-10pm
20,Electronics,WEARABLE TECHNOLOGY,Apple HomePod ,$249.99,Best Buy,Doors open 5pm Thursday
21,Electronics,WEARABLE TECHNOLOGY,Apple TV 4K,$179.99,Best Buy,Doors open 5pm Thursday
22,Electronics,WEARABLE TECHNOLOGY,Apple Watch Series 3,$80 Off,Macy's,Doorbuster; Prices valid until Friday 2am Doors open at 5pm Thurs and reopen 6am-1pm Friday
23,Electronics,WEARABLE TECHNOLOGY,Apple Watch Series 3,$50 Off,Best Buy,Doors open 5pm Thursday
24,Electronics,WEARABLE TECHNOLOGY,Apple Watch Series 3 (GPS),$199.99,Rite Aid,"Doors Open 5pm Thursday, Close 1am Friday and re-open 7am Friday"
25,Electronics,WEARABLE TECHNOLOGY,Apple Watch Series 3 (GPS+Cellular),$299.99,Rite Aid,"Doors Open 5pm Thursday, Close 1am Friday and re-open 7am Friday"
26,Electronics,WEARABLE TECHNOLOGY,B.Fit Watches,50% Off,Belk,Doorbuster; Doors Open Thurs 4pm-Fri 1am & Reopens Fri 6am-10pm
27,Electronics,WEARABLE TECHNOLOGY,Fitbit Ace Activity Tracker,$59.95,Best Buy,Doors open 5pm Thursday
28,Electronics,WEARABLE TECHNOLOGY,Fitbit Ace Activity Tracker for Kids,$59.99,Kohl's,"Get $15 Kohl's Cash; Open at 5pm 11/22, Prices Valid Until 1pm 11/23; Earn $15 Kohl's Cash for Every $50 Spent"
29,Electronics,WEARABLE TECHNOLOGY,Fitbit Alta HR,$79.95,Rite Aid,"Doors Open 5pm Thursday, Close 1am Friday and re-open 7am Friday"
30,Electronics,WEARABLE TECHNOLOGY,Fitbit Alta HR ,$79.99,Kohl's,"Doorbuster; Get $15 Kohl's Cash; Doors Open at 5pm 11/22, Prices Valid Until 1pm 11/23; Earn $15 Kohl's Cash for Every $50 Spent"
31,Electronics,WEARABLE TECHNOLOGY,Fitbit Alta HR Activity Tracker,$79.95,Best Buy,Doors open 5pm Thursday
32,Electronics,WEARABLE TECHNOLOGY,Fitbit Alta Slim Activity Tracker,$59.95,Rite Aid,"Doors Open 5pm Thursday, Close 1am Friday and re-open 7am Friday"
33,Electronics,WEARABLE TECHNOLOGY,Fitbit Charge 3,$119.95,Rite Aid,"Doors Open 5pm Thursday, Close 1am Friday and re-open 7am Friday"
34,Electronics,WEARABLE TECHNOLOGY,Fitbit Charge 3,$119.99,Kohl's,"Doorbuster; Get $30 Kohl's Cash; Doors Open at 5pm 11/22, Prices Valid Until 1pm 11/23; Earn $15 Kohl's Cash for Every $50 Spent"
35,Electronics,WEARABLE TECHNOLOGY,Fitbit Charge 3 Activity Tracker HR,$119.95,Best Buy,Doors open 5pm Thursday
36,Electronics,WEARABLE TECHNOLOGY,Fitbit Charge 3 Activity Tracker with Heart Rate,$119.95,JcPenney,Doors open 2pm Thursday
37,Electronics,WEARABLE TECHNOLOGY,Fitbit Charge 3 Fitness Tracker,$119.99,Academy,Valid 11/23 & 11/24 While Supplies Last; Doors open 5am Friday 11/23
38,Electronics,WEARABLE TECHNOLOGY,Fitbit Ionic Smart Watch,$199.99,Kohl's,"Doorbuster; Get $60 Kohl's Cash; Doors Open at 5pm 11/22, Prices Valid Until 1pm 11/23; Earn $15 Kohl's Cash for Every $50 Spent"
39,Electronics,WEARABLE TECHNOLOGY,Fitbit Ionic Smartwatch,$199.95,Best Buy,Doors open 5pm Thursday
40,Electronics,WEARABLE TECHNOLOGY,Fitbit Versa,$50 Off,Costco,Limit 3; Early Start Online Only 11/22; Available in store 11/23-11/26; Doors open Friday at 9am
41,Electronics,WEARABLE TECHNOLOGY,Fitbit Versa ,$149.00,Walmart,Black Friday Begins Online Wed at 10pm ET and In Stores Thurs at 6pm
42,Electronics,WEARABLE TECHNOLOGY,Fitbit Versa Fitness Smartwatch,$149.99,Academy,Valid 11/23 & 11/24 While Supplies Last; Doors open 5am Friday 11/23
43,Electronics,WEARABLE TECHNOLOGY,Fitbit Versa Smart Watch,$149.95,JcPenney,Doors open 2pm Thursday
44,Electronics,WEARABLE TECHNOLOGY,Fitbit Versa Smartwatch,$149.00,Rite Aid,"Doors Open 5pm Thursday, Close 1am Friday and re-open 7am Friday"
45,Electronics,WEARABLE TECHNOLOGY,Fitbit Versa Smartwatch,$149.99,Kohl's,"Doorbuster; Get $45 Kohl's Cash; Doors Open at 5pm 11/22, Prices Valid Until 1pm 11/23; Earn $15 Kohl's Cash for Every $50 Spent;"
46,Electronics,WEARABLE TECHNOLOGY,Fitbit Versa Smartwatch 34mm,$149.95,Best Buy,Doors open 5pm Thursday
47,Electronics,WEARABLE TECHNOLOGY,Fossil Exclusive Townsman Mens Brown Leather Strap Watch,$79.99,Belk,Doorbuster; Doors Open Thurs 4pm-Fri 1am & Reopens Fri 6am-10pm
48,Electronics,WEARABLE TECHNOLOGY,Fossil Exclusive Womens' Neely Silver-Tone Glitz Watch,$79.99,Belk,Doorbuster; Doors Open Thurs 4pm-Fri 1am & Reopens Fri 6am-10pm
49,Electronics,WEARABLE TECHNOLOGY,"Fossil Gen 3 Smart Watches, All",40% Off,Rite Aid,"Doors Open 5pm Thursday, Close 1am Friday and re-open 7am Friday"
50,Electronics,WEARABLE TECHNOLOGY,Fossil Gen 4 Smartwatches,$80 Off,Best Buy,Doors open 5pm Thursday
51,Electronics,WEARABLE TECHNOLOGY,Fossil Q Venture Gen 3 Venture Smartwatch,$165.00,Rite Aid,"Doors Open 5pm Thursday, Close 1am Friday and re-open 7am Friday"
52,Electronics,WEARABLE TECHNOLOGY,Garmin Approach X40 GPS Golf Band,$149.99,Costco,Costco.com Only; Early Start 11/22
53,Electronics,WEARABLE TECHNOLOGY,Garmin Fenix 5X Plus Sapphire Smart Watch Fiber-Reinforced Polymer,$699.99,Best Buy,Doors open 5pm Thursday
54,Electronics,WEARABLE TECHNOLOGY,Garmin Forerunner 235 GPS Running Watch,$199.99,Best Buy,Doors open 5pm Thursday
55,Electronics,WEARABLE TECHNOLOGY,Garmin Vivoactive 3 Music Smartwatch 43mm Polymer Black Silicone,$249.99,Best Buy,Doors open 5pm Thursday
56,Electronics,WEARABLE TECHNOLOGY,Garmin Vivoactive 3 Smartwatch Stainless Steel,$199.99,Best Buy,Doors open 5pm Thursday
57,Electronics,WEARABLE TECHNOLOGY,Garmin Vivofit Jr 2 Activity Tracker for Kids,$59.99,Best Buy,Doors open 5pm Thursday
58,Electronics,WEARABLE TECHNOLOGY,Garmin Vivofit Jr Kids Activity Monitor,$49.99,Rite Aid,"Doors Open 5pm Thursday, Close 1am Friday and re-open 7am Friday"
59,Electronics,WEARABLE TECHNOLOGY,iFitness Watches,50% Off,Belk,Doorbuster; Doors Open Thurs 4pm-Fri 1am & Reopens Fri 6am-10pm
60,Electronics,WEARABLE TECHNOLOGY,iTouch Air 2 Smartwatch,$49.99,Kohl's,"Doorbuster; Doors Open at 5pm 11/22, Prices Valid Until 1pm 11/23; Earn $15 Kohl's Cash for Every $50 Spent"
61,Electronics,WEARABLE TECHNOLOGY,iTouch Curve,$39.99,JcPenney,Doors open 2pm Thursday
62,Electronics,WEARABLE TECHNOLOGY,iTouch Curve Smart Watches,$39.99,Kohl's,"Doorbuster; Doors Open at 5pm 11/22, Prices Valid Until 1pm 11/23; Earn $15 Kohl's Cash for Every $50 Spent"
63,Electronics,WEARABLE TECHNOLOGY,iTouch Playzoom,$29.99,JcPenney,Doors open 2pm Thursday
64,Electronics,WEARABLE TECHNOLOGY,iTouch PlayZoom Smart Watches,$29.99,Kohl's,"Doorbuster; Doors Open at 5pm 11/22, Prices Valid Until 1pm 11/23; Earn $15 Kohl's Cash for Every $50 Spent"
65,Electronics,WEARABLE TECHNOLOGY,iTouch Smart Watch Sets,$39.99,Belk,Doorbuster; Doors Open Thurs 4pm-Fri 1am & Reopens Fri 6am-10pm
66,Electronics,WEARABLE TECHNOLOGY,Q7 Smartwatch,$25.00,JcPenney,Doors open 2pm Thursday
67,Electronics,WEARABLE TECHNOLOGY,Samsung Galaxy Bluetooth 42mm Start Watch,$259.99,Dell Home & Home Office,Valid 11/16-11/30
68,Electronics,WEARABLE TECHNOLOGY,Samsung Galaxy Watch,$70 Off,Best Buy,Doors open 5pm Thursday
69,Electronics,WEARABLE TECHNOLOGY,"Samsung Galaxy Watch, 42mm Rose Gold",$259.99,Rite Aid,"Doors Open 5pm Thursday, Close 1am Friday and re-open 7am Friday"
70,Electronics,WEARABLE TECHNOLOGY,Samsung Gear Fit2 Pro Fitness Smartwatch,$149.99,Best Buy,Doors open 5pm Thursday
71,Electronics,WEARABLE TECHNOLOGY,Samsung Gear S3 Frontier Smartwatch,$199.99,Rite Aid,"Doors Open 5pm Thursday, Close 1am Friday and re-open 7am Friday"
72,Electronics,WEARABLE TECHNOLOGY,Samsung Gear S3 Frontier Smartwatch 46mm,$199.99,Best Buy,Doors open 5pm Thursday
73,Electronics,WEARABLE TECHNOLOGY,Samsung Gear Sport Smartwatch 43mm,$179.99,Best Buy,Doors open 5pm Thursday
74,Electronics,TABLETS/KINDLES,Amazon Fire 7,$29.99,Rite Aid,"Doors Open 5pm Thursday, Close 1am Friday and re-open 7am Friday"
75,Electronics,TABLETS/KINDLES,Amazon Fire 7 Kids Edition 16GB,$69.99,Rite Aid,"Doors Open 5pm Thursday, Close 1am Friday and re-open 7am Friday"
76,Electronics,TABLETS/KINDLES,Amazon Fire 7 Kids Edition 16GB,$69.99,Kohl's,"Doorbuster; Get $15 Kohl's Cash; Doors Open at 5pm 11/22, Prices Valid Until 1pm 11/23; Earn $15 Kohl's Cash for Every $50 Spent"
77,Electronics,TABLETS/KINDLES,"Amazon Fire 7"" Tablet 8GB 7th Generation",$29.99,Best Buy,Doorbuster; Doors open 5pm Thursday
78,Electronics,TABLETS/KINDLES,Amazon Fire HD 10,$99.99,Rite Aid,"Doors Open 5pm Thursday, Close 1am Friday and re-open 7am Friday"
79,Electronics,TABLETS/KINDLES,"Amazon Fire HD 8 8"" Tablet 8th Generation",$49.99,Best Buy,Doorbuster; Doors open 5pm Thursday
80,Electronics,TABLETS/KINDLES,Amazon Fire HD 8 Kids Edition 32GB,$89.99,Rite Aid,"Doors Open 5pm Thursday, Close 1am Friday and re-open 7am Friday"
81,Electronics,TABLETS/KINDLES,Amazon Fire HD 8 Tablet,$59.99,Rite Aid,"Doors Open 5pm Thursday, Close 1am Friday and re-open 7am Friday"
82,Electronics,TABLETS/KINDLES,Amazon Kindle Paperwhite 2015 Release,$79.99,Best Buy,Doors open 5pm Thursday
83,Electronics,TABLETS/KINDLES,"DigiLand 10.1"" Tablet 32GB",$69.99,Best Buy,Doors open 5pm Thursday
84,Electronics,TABLETS/KINDLES,RCA Voyager III Tablet,$28.00,Walmart,Black Friday Begins Online Wed at 10pm ET and In Stores Thurs at 6pm
85,Electronics,TABLETS/KINDLES,Samsung Galaxy Tab A 10.1 Android Tablet,$159.99,Rite Aid,"Doors Open 5pm Thursday, Close 1am Friday and re-open 7am Friday"
86,Electronics,TABLETS/KINDLES,"Samsung Galaxy Tab A 10.1 Android Tablet, 6GB Wi-Fi",$159.99,Dell Home & Home Office,Valid 11/16-11/30
87,Electronics,TABLETS/KINDLES,"Samsung Galaxy Tab A 10.1"" 16GB",$159.99,Best Buy,Doors open 5pm Thursday
88,Electronics,TABLETS/KINDLES,"Samsung Galaxy Tab E 9.6""",$129.00,Walmart,$25 Google Play Credit Included; Black Friday Begins Online Wed at 10pm ET and In Stores Thurs at 6pm
89,Electronics,TABLETS/KINDLES,"Samsung Galaxy Tab E 9.6"" Tablet",$129.99,Rite Aid,"Doors Open 5pm Thursday, Close 1am Friday and re-open 7am Friday"
90,Electronics,TABLETS/KINDLES,"Samsung Galaxy Tab E Lite 7"" 8GB",$69.99,Best Buy,Doors open 5pm Thursday
91,Electronics,TABLETS/KINDLES,"Samsung Galaxy Tab S3 9.7"" 32GB",$399.99,Best Buy,Doors open 5pm Thursday
92,Electronics,COMPUTER MONITORS,"Acer S271HL 27"" LED FHD Monitor",$119.99,Best Buy,Doors open 5pm Thursday
93,Electronics,COMPUTER MONITORS,Alienware 34 Curved Monitor - AW3418HW,$699.99,Dell Home & Home Office,"Doorbuster 4pm ET 11/22; 34"" Curved Gaming Monitor, AlienFX Lighting, WFHD 2560x1080 resolution, 160Hz refresh rate, NVIDIA G-Sync Technology"
94,Electronics,COMPUTER MONITORS,Dell 22 Monitor - P2219HC,$169.99,Dell Small Business,Doorbuster 11am ET 11/23
95,Electronics,COMPUTER MONITORS,Dell 23 Monitor - P2319H,$199.99,Dell Small Business,Valid 11/19-11/25
96,Electronics,COMPUTER MONITORS,Dell 24 Monitor - SE2417HG,$99.99,Dell Home & Home Office,Doorbuster 7pm ET 11/22
97,Electronics,COMPUTER MONITORS,"Dell 27"" LED QHD GSync Monitor",$349.99,Best Buy,Doors open 5pm Thursday
98,Electronics,COMPUTER MONITORS,Dell 32 Monitor - D3218HN,$149.99,Dell Home & Home Office,Doorbuster 10am ET 11/22
99,Electronics,COMPUTER MONITORS,Dell UltraSharp 24 InfinityEdge Monitor,$219.99,Dell Small Business,Valid 11/19-11/25
100,Electronics,COMPUTER MONITORS,Dell UltraSharp 24 Monitor U2412M,$199.99,Dell Small Business,"Doorbuster 5pm ET 11/23, $75 Gift Card with Purchase"
101,Electronics,COMPUTER MONITORS,Dell UltraSharp 34 Curved Ultraside Monitor - U3415W,$579.99,Dell Small Business,Doorbuster 11am ET 11/20
102,Electronics,COMPUTER MONITORS,"HP 20.7"" LED FHD Monitor",$59.99,Best Buy,Doors open 5pm Thursday
103,Electronics,COMPUTER MONITORS,"HP Pavilion 32"" LED QHD Monitor",$229.99,Best Buy,Doors open 5pm Thursday
104,Electronics,COMPUTER MONITORS,"LG 32"" QHD Gaming Monitor",$399.99,Costco,Limit 5; Costco.com Only; Early Start 11/22
105,Electronics,COMPUTER MONITORS,"Samsung 32"" Curved Monitor",$168.00,Walmart,Special Buy; Black Friday Begins Online Wed at 10pm ET and In Stores Thurs at 6pm
106,Electronics,COMPUTER MONITORS,"Samsung UE590 Series 28"" LED 4K UHD Monitor",$249.99,Best Buy,Doors open 5pm Thursday
107,Electronics,"COMPUTER PRINTERS, FAXES, & SCANNERS",Brother HL-L2370DW Wireless Black-and-White Printer,$79.99,Best Buy,Doors open 5pm Thursday
108,Electronics,"COMPUTER PRINTERS, FAXES, & SCANNERS",Canon Color imageClass MF632Cdw Wireless Color All-in-One Printer,$169.99,Best Buy,Doors open 5pm Thursday
109,Electronics,"COMPUTER PRINTERS, FAXES, & SCANNERS","Canon MG3620 Printer, Scanner, and Copier",$29.99,Rite Aid,"Doors Open 5pm Thursday, Close 1am Friday and re-open 7am Friday"
110,Electronics,"COMPUTER PRINTERS, FAXES, & SCANNERS",Canon MX490 Wireless All-in-One Printer,$34.00,Walmart,Black Friday Begins Online Wed at 10pm ET and In Stores Thurs at 6pm
111,Electronics,"COMPUTER PRINTERS, FAXES, & SCANNERS",Canon PIXMA MG3620 Wireless Inket 3-in-1 Printer,$29.99,Kohl's,"Doors Open at 5pm 11/22, Prices Valid Until 1pm 11/23; Earn $15 Kohl's Cash for Every $50 Spent"
112,Electronics,"COMPUTER PRINTERS, FAXES, & SCANNERS",Canon PIXMA TS3122 Wireless Inkjet All-in-One Printer,$19.00,Walmart,Black Friday Begins Online Wed at 10pm ET and In Stores Thurs at 6pm
113,Electronics,"COMPUTER PRINTERS, FAXES, & SCANNERS",Canon PIXMA TS9120 Wireless All-in-One Printer,$69.99,Best Buy,Doors open 5pm Thursday
114,Electronics,"COMPUTER PRINTERS, FAXES, & SCANNERS",Epson Expression Premium XP-830 All-in-One Wireless Printer,$79.99,Best Buy,Doors open 5pm Thursday
115,Electronics,"COMPUTER PRINTERS, FAXES, & SCANNERS",HP DeskJet 2624 Wireless All-in-One Instant Ink Ready Printer,$19.99,Best Buy,Doors open 5pm Thursday
116,Electronics,"COMPUTER PRINTERS, FAXES, & SCANNERS",HP Envy 4520 Wireless All-in-One Instant Ink Ready Printer,$29.99,Best Buy,Doorbuster; Doors open 5pm Thursday
117,Electronics,"COMPUTER PRINTERS, FAXES, & SCANNERS",HP Envy Photo 7155 Wireless All-in-One Instant Ink Ready Printer,$69.99,Best Buy,Doors open 5pm Thursday
118,Electronics,"COMPUTER PRINTERS, FAXES, & SCANNERS",HP LaserJet Pro MFP m477fnw Color All-in-One Printer,$299.99,Best Buy,Doors open 5pm Thursday
119,Electronics,"COMPUTER PRINTERS, FAXES, & SCANNERS",HP OfficeJet 5255 All-in-One Instant Ink Ready Printer,$49.99,Best Buy,Doors open 5pm Thursday
120,Electronics,"COMPUTER PRINTERS, FAXES, & SCANNERS",HP OfficeJet 6954 Office All-in-One Printer,$49.00,Walmart,Special Buy; Black Friday Begins Online Wed at 10pm ET and In Stores Thurs at 6pm
121,Electronics,"COMPUTER PRINTERS, FAXES, & SCANNERS",HP OfficeJet Pro 6978 Wireless All-in-One Instant Ink Ready Printer,$79.99,Best Buy,Doors open 5pm Thursday
122,Electronics,DESKTOP COMPUTERS,Alienware Aurora,"$1,299.99",Dell Home & Home Office,"Valid 11/14-11/23; 8th Gen Intel Core i7 Processor, Windows 10 Home, 16GB Memory, 128GB SSD+2TB hard Drive and 8GB NVIDIA GeForce GTX 1070 Graphics Card"
123,Electronics,DESKTOP COMPUTERS,"CyberPower PC Gamer Ultra Desktop AMD FX-Series, 8GB",$449.99,Best Buy,Doors open 5pm Thursday
124,Electronics,DESKTOP COMPUTERS,"CyberPowerPC Gamer Master Desktop AMD Ryzen 5 Series, 8GB Memory",$699.99,Best Buy,Doors open 5pm Thursday
125,Electronics,DESKTOP COMPUTERS,Dell Inspiron Desktop,$399.99,Dell Home & Home Office,"Doorbuster 6pm ET 11/23; 8th Gen Intel Core i5 Processor, Windows 10 Home, 8GB Memory, 1TB Hard Drive"
126,Electronics,DESKTOP COMPUTERS,Dell Inspiron Desktop,$399.99,Dell Home & Home Office,"Valid 11/14-11/24; 8th Gen Intel Core i3 Processor, Windows 10 Home, 8GB Memory, 1TB Hard Drive"
127,Electronics,DESKTOP COMPUTERS,Dell Inspiron Desktop + Dell 24 Monitor - SE2417HG,$499.99,Dell Home & Home Office,Doorbuster 8pm ET 11/22
128,Electronics,DESKTOP COMPUTERS,Dell Inspiron Gaming Desktop,$499.99,Dell Home & Home Office,"Doorbuster 10pm ET 11/22; 8th Gen Intel Core i3 Processor, Windows 10 Home, 8GB Memory, 1TB Hard Drive, 2GB NVIDIA GeForce GTX 1050 Graphics Card"
129,Electronics,DESKTOP COMPUTERS,Dell Inspiron Gaming Desktop,$749.99,Dell Home & Home Office,"Valid 11/18-11/25; 8th Gen Intel Core i5 Processor, Windows 10 Home, 8GB Memory, 1TB Hard Drive, 3GB NVIDIA GeForce GTX 1060 Graphics Card"
130,Electronics,DESKTOP COMPUTERS,Dell Inspiron Small Desktop ,$249.99,Dell Home & Home Office,"Doorbuster 7pm ET 11/22; 8th Gen Intel Core i3 Processor, Windows 10 Home, 4GB Memory, 1TB Hard Drive"
131,Electronics,DESKTOP COMPUTERS,Dell OptiPlex 3060 Micro,$419.00,Dell Small Business,"Doorbuster 11am ET 11/19; 8th Gen Intel Core i3 Processor, Windows 10 Pro, 4GB Memory, 500GB Hard Drive, 3 Years Hardware Service with On-Site Service After Remote Diagnosis"
132,Electronics,DESKTOP COMPUTERS,Dell OptiPlex 3060 Small Form Factor,$659.00,Dell Small Business,"Valid 11/19-11/25; 8th Gen Intel Core i5 Processor, Windows 10 Pro, 8GB Memory, 256GB Hard Drive, 3 Years Hardware Service with On-Site Service after Remote Diagnosis"
133,Electronics,DESKTOP COMPUTERS,Dell PowerEdge T30 Tower Server,$299.00,Dell Small Business,"Doorbuster 10am ET 11/23; Intel Xeon Processor, E3-1225 v5, 8GB Memory, 1TB Hard Drive"
134,Electronics,DESKTOP COMPUTERS,Dell Vostro Desktop,$459.00,Dell Small Business,"Doorbuster 8pm ET 11/22; 8th Gen Intel Core i5 Process Windows 10 Pro, 8GB Memory, 1TB Hard Drive, 1 Year ProSupport Included"
135,Electronics,DESKTOP COMPUTERS,Dell Vostro Small Desktop,$529.00,Dell Small Business,"Valid 11/19-11/25; 8th Gen Intel Core i5 Processor, Windows 10 Pro, 8GB Memory, 1TB Hard Drive, 1 Year ProSupport Included"
136,Electronics,DESKTOP COMPUTERS,Dell XPS Tower Special Edition,"$1,649.99",Dell Home & Home Office,"Valid 11/14-11/24; 8th Gen Intel Core i7-8700K Processor, Windows 10 Home, 16GB Memory, 2TB Hard Drive & 512GB SSD, 8GB NVIDIA GeForce GTX 1080 Graphics Card"
137,Electronics,DESKTOP COMPUTERS,HP Desktop Intel Core i7 16GB Memory NVIDIA GeForce,$899.99,Best Buy,Doors open 5pm Thursday
138,Electronics,DESKTOP COMPUTERS,HP Desktop Intel Core i7 8GB Memory 1TB Hard Drive,$499.99,Best Buy,Doors open 5pm Thursday
139,Electronics,DESKTOP COMPUTERS,HP Omen Desktop Intel Core i7 16GB Memory NVIDIA GeForce RTX 2080,"$1,499.00",Best Buy,Doors open 5pm Thursday
140,Electronics,DESKTOP COMPUTERS,HP Pavilion Gaming Desktop AMD Ryzen 5-Series 8GB Memory,$619.99,Best Buy,Doors open 5pm Thursday
141,Electronics,ALL-IN-ONE DESKTOP COMPUTERS,"Apple iMac 21.5"" Intel Core i5 8GB Memory",$899.99,Best Buy,Doors open 5pm Thursday
142,Electronics,ALL-IN-ONE DESKTOP COMPUTERS,"Apple iMac 27"" Intel Core i5 8GB Memory","$1,599.99",Best Buy,Doors open 5pm Thursday
143,Electronics,ALL-IN-ONE DESKTOP COMPUTERS,"Dell 23.8"" Touch-Screen All-in-One AMD A9 Series 8GB Memory 1TB Hard Drive",$469.99,Best Buy,Doors open 5pm Thursday
144,Electronics,ALL-IN-ONE DESKTOP COMPUTERS,Dell Inspiron 22 3000 Touch,$299.99,Dell Home & Home Office,"Doorbuster 12pm ET 11/23; 7th Gen AMD E2-9000e Processor with Radeon R2 Graphics, Windows 10 Home, 4GB Memory, 1TB Hard Drive, 21.5"" FHD (1920x1080) IPS Anti-Glare LED Backlit Narrow Border Touch Display"
145,Electronics,ALL-IN-ONE DESKTOP COMPUTERS,Dell Inspiron 22 3000 Touch,$549.99,Dell Home & Home Office,"Valid 11/14-11/24; 7th Gen Intel Core i3 Processor, Windows 10 Home, 4GB DRAM+16GB Optane Memory, 1TB Hard Drive, Fully HD (1920x1080) Truelife LED-Backlit Touch Display"
146,Electronics,ALL-IN-ONE DESKTOP COMPUTERS,"HP Pavilion 23.8"" 1080p Tuchscreen All-In-One Desktop",$699.99,Costco,Limit 5; Early Start Online Only 11/22; In Store 11/23-11/26; Doors open Friday at 9am
147,Electronics,ALL-IN-ONE DESKTOP COMPUTERS,"HP Pavilion 23.8"" Touch-Screen All-in-One Intel Core i5 12GB Memory",$699.99,Best Buy,Doors open 5pm Thursday
148,Electronics,ALL-IN-ONE DESKTOP COMPUTERS,"HP Pavilion 27"" Touch-Screen All-in-One Intel Core i7 12GB Memory",$979.99,Best Buy,Doors open 5pm Thursday
149,Electronics,LAPTOPS,"Acer Nitro 5 15.6"" Laptop Intel Core i5 8GB Memory",$519.99,Best Buy,Doors open 5pm Thursday
150,Electronics,LAPTOPS,Alienware 15,"$1,499.99",Dell Home & Home Office,"Doorbuster 9am ET 11/23; 8th Gen Intel Core i7 Processor, Windows 10 Home, 16GB Memory 256GB SSD+1TB Hard Drive, 8GB NVIDIA GeForce GTX 1070 Graphics Card"
151,Electronics,LAPTOPS,Alienware 17,"$1,599.99",Dell Home & Home Office,"Doorbuster 10am ET 11/22; 8th Gen Intel Core i7 Processor, Windows 10 Home, 16GB Memory, 256GB SSD+1TB hard drive, 8GB NVIDIA GeForce GTX 1070 Graphics Card"
152,Electronics,LAPTOPS,"Apple Macbook Air 13.3"" Display, Intel Core i5, 8GB Memory, 128GB Flash",$799.99,Best Buy,Doors open 5pm Thursday
153,Electronics,LAPTOPS,"Asus 11.6"" Laptop with Intel Celeron, 2GB Memory, 32GB eMMC Flash MEmory",$119.99,Best Buy,Doorbuster; Doors open 5pm Thursday
154,Electronics,LAPTOPS,Asus ROG 17.3 1080p Gaming Laptop Bundle,$999.99,Costco,Limit 5; Early Start 11/22; Available in store 11/23-11/26; Doors open Friday at 9am
155,Electronics,LAPTOPS,"ASUS TUF Gaming FX705GM 17.3"" Laptop with Intel Core i7 16GB Memory",$999.99,Best Buy,Online Only; Doors open 5pm Thursday
156,Electronics,LAPTOPS,Dell G5 15,$999.99,Dell Home & Home Office,"Doorbuster 8pm ET 11/22; 8th Gen Intel Core i7 Processor, Windows 10 Home, 16GB Memory, 256GB SSD+1TB Hard Drive, 6GB NVIDIA GeForce GTX 1060 Graphics Card"
